3,2,2,1,2,1
4,2,2,2,2,2
4,3,2,2,2,3
5,3,4,2,3,3
6,3,3,4,3,3
7,4,4,3,4,4
8,5,4,4,4,5
10,6,4,5,5,4
11,6,6,5,5,5
11,6,6,5,6,5
12,6,7,6,6,6
13,7,6,7,7,6
15,8,8,7,8,7
16,9,9,8,8,8
18,10,9,9,9,8
19,11,10,11,9,10
21,12,11,10,11,11
24,13,13,12,12,11
26,14,13,13,12,12
27,14,13,14,12,12
28,17,15,14,15,15
30,17,17,16,15,15
31,17,17,17,18,18
33,18,18,18,20,18
35,21,18,18,19,18
37,21,22,21,19,20
40,21,21,20,20,19
41,23,22,21,22,21
44,26,23,23,22,22
47,26,25,24,24,25
51,29,27,26,25,26
51,31,27,26,25,26
53,30,27,26,26,26
55,31,32,30,31,31
62,32,30,31,30,30
62,41,31,35,32,31
67,39,33,34,35,35
72,39,37,34,36,35
71,42,40,37,38,39
75,42,37,39,37,39
77,45,39,43,47,38
79,44,42,41,41,40
82,47,43,43,42,42
85,50,44,49,44,43
88,50,47,48,46,46
93,54,48,49,49,47
97,56,51,51,51,49
98,56,52,56,54,53
105,62,59,55,53,54
107,69,57,59,55,59
113,71,62,64,59,58
113,67,62,61,59,61
117,71,66,63,62,62
119,70,65,65,64,64
123,73,67,67,71,70
134,77,74,70,73,72
134,80,77,78,72,75
136,79,75,76,74,73
142,82,79,82,77,79
147,89,83,86,81,84
149,88,84,81,83,83
152,91,84,88,84,84
161,93,87,87,86,87
164,97,94,92,90,91
168,101,100,95,91,93
174,107,96,95,98,98
175,105,99,99,102,107
178,109,109,106,102,105
192,118,108,109,107,105
191,117,111,112,111,107
197,118,118,117,110,110
202,121,121,117,116,115
204,125,120,118,118,119
221,137,120,121,123,123
215,134,136,131,126,122
229,140,131,133,138,137
226,140,130,133,131,135
241,144,144,134,134,140
244,149,146,162,152,149
255,151,144,146,146,152
260,155,150,149,145,156
267,177,170,160,154,161
268,161,156,171,159,156
271,167,164,159,162,159
270,169,164,166,165,159
279,175,167,172,163,170
294,192,174,176,171,169
295,185,177,179,193,172
300,185,185,187,175,185
294,182,182,187,179,185
308,190,191,193,186,198
314,189,186,186,193,192
318,196,197,192,190,188
321,208,200,201,209,202
333,206,201,200,200,196
331,221,202,203,202,201
340,215,210,210,208,207
346,234,209,207,208,209
387,223,218,215,219,227
381,232,251,226,235,234
377,235,233,230,234,224
379,232,236,231,239,238
386,238,241,240,234,230
394,243,250,240,239,238
397,251,255,249,252,247
403,252,252,252,252,260
422,253,254,253,255,258
432,260,265,272,259,261
436,268,274,272,269,263
436,281,273,272,269,281
441,271,276,270,282,275
456,292,284,276,277,311
472,300,290,278,278,285
485,299,303,287,317,304
478,298,307,296,306,297
471,298,306,329,334,326
507,319,311,311,304,324
551,327,335,320,315,334
544,335,357,327,325,340
523,327,338,336,338,342
542,334,346,334,322,322
543,336,344,341,341,330
530,328,348,342,331,333
534,335,343,340,342,342
549,339,352,344,341,336
546,340,350,350,347,345
555,341,377,356,359,352
562,352,360,357,363,358
581,360,372,373,371,366
583,363,373,369,368,368
598,369,391,375,375,378
605,391,403,394,391,393
610,375,389,418,395,391
610,394,425,420,406,419
653,406,420,416,423,421
657,412,429,418,421,426
653,414,422,431,429,431
659,413,426,431,436,426
676,417,451,438,435,437
686,430,468,480,463,455
703,446,468,503,471,497
726,452,486,471,472,465
714,464,480,484,482,492
760,462,490,489,476,472
737,470,491,480,497,479
749,476,517,504,499,492
770,470,523,506,501,509
758,475,510,493,493,488
760,472,508,492,518,500
789,490,515,515,504,510
775,499,512,513,502,502
780,503,543,524,522,534
826,509,552,557,544,533
863,527,561,553,540,548
825,534,575,562,575,565
863,522,550,549,576,559
857,555,603,579,565,579
868,577,604,583,586,585
956,596,607,591,585,591
908,555,604,606,604,595
898,557,599,611,601,584
907,585,633,613,585,633
932,579,651,645,624,610
947,586,645,628,627,626
965,594,624,650,671,664
948,598,623,624,613,642
937,607,638,616,610,624
944,586,642,621,619,626
946,599,647,650,661,631
964,598,659,640,652,639
967,610,673,665,650,658
986,627,672,683,658,660
997,641,711,707,735,695
1046,725,715,683,693,697
1053,645,695,725,711,698
1071,652,715,688,695,695
1037,663,714,716,704,697
1045,662,736,724,720,710
1090,656,737,806,729,764
1098,673,755,738,741,740
1086,694,756,758,746,730
1124,694,772,738,762,739
1127,696,794,783,774,760
1163,717,768,769,755,780
1154,731,772,798,783,794
1150,773,848,824,809,809
1180,744,833,802,818,809
1170,734,810,808,830,798
1182,759,828,806,831,804
1188,749,831,824,822,816
1234,811,927,889,885,873
1264,818,915,882,887,881
1268,815,888,875,871,892
1301,825,886,890,875,902
1306,826,910,899,921,943
1323,836,949,986,919,945
1407,862,985,994,982,973
1373,870,959,965,946,938
1329,833,940,951,939,954
1353,844,958,969,958,993
1377,858,983,993,979,961
1356,860,970,984,990,971
1376,876,999,960,961,963
1378,876,1022,972,971,1012
1424,872,1035,1020,1015,1020
1451,956,1041,1127,1056,1117
1475,968,1065,990,1039,1005
1455,925,1051,1024,1011,1080
1473,934,1060,1069,1125,1026
1495,939,1086,1041,1080,1123
1487,930,1031,1098,1022,1073
1501,932,1084,1098,1034,1017
1503,945,1079,1081,1060,1073
1544,986,1143,1130,1139,1129
1669,1041,1223,1196,1224,1156
1598,985,1098,1087,1088,1087
1538,977,1094,1069,1070,1085
1560,1000,1136,1084,1080,1072
1555,1002,1106,1119,1108,1075
1575,1004,1155,1170,1124,1098
1605,1008,1176,1124,1132,1221
1710,1080,1194,1202,1228,1223
1688,1064,1249,1212,1275,1224
1785,1167,1345,1257,1259,1244
1710,1038,1208,1199,1187,1186
1666,1071,1222,1205,1194,1197
1682,1089,1247,1222,1199,1218
1701,1080,1250,1227,1214,1211
1705,1071,1274,1259,1227,1251
1718,1081,1296,1271,1251,1297
1809,1103,1391,1406,1326,1316
1760,1145,1394,1337,1294,1300
1767,1119,1319,1307,1297,1315
1775,1130,1333,1334,1368,1343
1776,1125,1366,1354,1371,1348
1824,1145,1380,1365,1358,1362
1838,1182,1422,1409,1413,1378
1886,1181,1475,1501,1459,1462
1877,1186,1441,1409,1405,1432
1862,1212,1459,1423,1422,1410
1884,1191,1476,1514,1442,1433
1938,1200,1446,1405,1377,1455
1899,1220,1386,1415,1375,1543
1922,1233,1607,1443,1546,1509
1976,1242,1512,1379,1392,1419
1974,1250,1558,1501,1390,1389
1961,1275,1465,1434,1506,1459
1981,1264,1445,1400,1404,1412
1998,1314,1522,1443,1412,1410
2012,1282,1496,1425,1446,1439
2093,1393,1500,1589,1449,1420
2077,1311,1508,1461,1470,1496
2059,1297,1483,1474,1443,1484
2078,1307,1514,1509,1487,1505
2079,1327,1559,1487,1507,1494
2107,1333,1568,1527,1524,1600
2205,1437,1591,1592,1564,1566
2166,1372,1599,1658,1607,1583
2191,1396,1655,1612,1717,1603
2237,1444,1679,1589,1663,1597
2258,1413,1724,1725,1757,1768
2283,1448,1675,1742,1663,1818
2363,1497,1884,1712,1759,1686
2290,1467,1777,1789,1692,1727
2312,1517,1887,1762,1770,1745
2332,1495,1788,1708,1723,1683
2335,1526,1805,1660,1821,1766
