0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,1,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,1,0
0,1,0,0,0
1,0,0,1,0
0,1,0,0,0
1,0,1,0,0
1,0,1,0,0
1,0,1,0,0
1,0,1,0,0
1,1,0,0,1
1,0,0,1,0
1,0,1,0,0
2,0,0,1,0
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,1,0
2,0,1,0,1
2,0,0,1,0
2,1,0,1,0
2,1,0,1,0
2,1,0,1,0
2,1,0,1,0
2,0,1,0,1
2,1,0,0,1
2,1,0,1,0
3,1,0,1,0
2,1,0,1,1
2,1,0,1,1
3,1,0,1,0
3,1,1,0,0
3,1,1,0,1
4,1,0,1,1
3,1,0,0,1
4,0,0,1,1
3,1,1,1,0
4,1,0,1,1
4,1,1,1,0
5,1,1,1,1
4,1,1,1,1
4,1,1,1,1
4,1,0,1,1
5,1,1,0,0
6,1,1,0,0
6,1,1,1,1
6,1,1,1,1
6,1,1,1,1
5,1,0,0,1
6,1,1,1,1
6,1,1,1,1
7,1,1,1,1
7,1,1,1,1
6,1,1,1,1
7,2,1,1,1
7,1,1,1,1
7,1,1,1,1
7,1,1,1,1
8,2,1,1,1
8,2,1,1,1
8,1,1,1,1
9,1,1,1,1
9,1,1,2,1
9,1,1,1,1
9,2,1,1,1
10,1,1,1,1
10,1,2,1,1
9,2,1,1,1
10,2,1,1,1
11,2,1,1,2
11,2,1,1,1
11,1,1,1,1
12,2,1,2,1
13,1,1,1,1
10,1,2,1,1
11,2,1,2,1
12,2,1,2,1
12,2,2,1,1
11,2,1,1,1
13,2,1,1,1
13,2,1,2,1
13,2,1,2,1
15,2,1,1,1
13,2,1,1,1
14,2,1,2,1
13,2,2,1,2
15,2,1,1,1
16,3,1,2,1
15,2,1,1,1
15,2,1,1,2
16,2,2,1,2
15,3,1,2,2
16,2,2,1,2
15,3,2,1,2
17,2,2,1,2
17,2,1,2,1
17,2,2,2,1
19,2,1,2,2
17,2,2,2,1
17,2,2,2,1
15,3,2,2,1
16,3,2,1,1
17,3,1,1,2
16,3,2,2,2
17,3,2,2,1
20,3,2,1,1
17,3,1,1,2
20,3,1,2,2
20,3,2,2,2
19,3,2,2,2
20,3,2,2,2
17,3,2,2,2
21,4,1,1,1
21,3,2,2,2
22,4,2,2,2
22,4,2,2,2
24,3,2,2,2
17,4,2,2,2
26,3,1,1,1
23,4,2,2,2
25,3,1,2,2
26,4,2,2,2
26,3,2,2,2
25,4,2,2,2
23,4,2,2,2
25,4,2,2,2
28,4,2,2,2
26,4,2,2,2
24,4,2,2,2
26,4,3,2,2
27,4,2,2,2
33,4,2,2,3
32,5,2,2,3
33,4,2,2,2
34,4,2,2,2
33,5,2,2,2
36,4,2,2,2
33,4,2,2,2
32,4,2,3,2
35,5,2,2,2
36,4,3,3,3
38,4,2,2,2
38,4,2,2,2
36,5,2,3,2
35,5,2,2,2
38,5,2,3,2
44,5,2,2,3
41,5,2,3,2
38,5,2,2,2
40,5,3,2,3
41,5,2,2,2
42,5,2,2,2
40,5,2,3,3
37,5,3,2,2
42,5,3,2,2
46,6,3,2,2
46,5,2,3,2
47,5,3,2,3
42,5,3,3,2
47,5,2,3,3
43,6,3,2,2
50,5,2,2,3
49,6,3,3,2
46,6,3,3,2
45,6,2,3,4
49,5,2,3,3
52,6,2,2,3
50,6,3,3,3
47,6,3,3,3
47,6,2,2,2
49,6,2,2,2
45,7,3,3,3
50,6,3,3,3
50,7,3,3,3
52,7,3,3,3
50,7,3,3,3
49,6,2,2,2
52,6,3,2,3
54,6,3,3,3
52,7,3,3,4
59,7,3,2,3
55,7,3,3,3
52,7,3,3,2
57,7,3,3,2
57,7,3,3,3
55,7,3,3,3
58,7,3,3,3
55,7,3,3,3
53,7,3,3,3
60,8,3,3,3
55,7,3,3,3
53,7,3,3,3
61,7,3,3,3
53,7,3,3,4
62,7,3,3,4
64,8,4,3,3
62,8,3,3,4
60,8,4,3,3
51,8,3,3,4
58,7,3,3,3
62,8,3,4,4
61,8,3,4,4
61,7,3,3,3
58,8,3,4,3
57,8,4,3,4
63,8,3,4,3
68,9,3,3,4
61,8,4,3,4
76,9,3,3,4
70,8,3,3,4
74,9,3,3,4
72,9,3,3,4
72,9,4,3,3
69,9,3,4,4
81,9,4,4,3
70,9,3,3,4
76,9,4,3,3
75,9,3,4,4
72,9,4,4,3
83,9,4,4,4
82,10,4,3,4
85,10,4,3,3
86,10,4,4,4
83,10,4,4,4
80,9,3,3,4
77,9,3,3,3
100,11,5,4,3
78,10,4,3,3
89,11,5,4,4
89,10,5,5,5
87,10,4,4,4
82,10,4,4,4
86,11,4,4,4
84,10,4,4,4
81,10,3,3,4
87,10,4,4,4
88,11,4,4,4
88,11,4,4,3
90,11,4,3,3
82,11,4,4,4
91,11,4,3,4
89,11,4,4,3
91,11,4,4,4
95,11,4,4,3
85,12,4,4,4
86,11,4,4,4
88,11,4,4,4
93,11,4,4,3
98,11,4,5,4
95,11,4,4,4
98,11,4,4,4
100,11,4,4,4
98,12,4,4,4
95,12,4,4,4
110,12,4,4,4
104,11,4,4,4
108,12,4,4,4
108,11,4,4,4
107,13,4,4,4
113,12,4,4,4
107,13,5,4,5
104,13,4,5,4
96,12,4,4,4
98,12,4,4,4
105,13,5,5,5
109,13,5,4,4
107,13,5,5,4
101,14,5,4,4
110,13,4,4,4
114,13,5,4,4
120,14,5,5,5
114,13,4,5,5
102,13,4,4,5
120,14,5,4,4
120,14,5,4,4
119,14,5,5,5
129,15,6,5,5
118,15,6,5,6
134,15,5,5,5
132,15,6,7,5
103,14,5,5,4
116,15,6,6,5
126,14,5,4,4
119,15,5,5,5
119,14,5,5,5
130,14,4,5,5
121,15,5,5,6
